"GENEID","GENENAME","EKLF_GFP_log2","EKLF_minus_log2"
"ENSMUSG00000032114","Slc37a4",5.63145849255284,5.72034014671464
"ENSMUSG00000032115","Hyou1",11.5269931450142,12.282831103929
"ENSMUSG00000032116","Stt3a",12.4268131902853,12.575911062396
"ENSMUSG00000032119","Hinfp",7.6657177274482,7.70971381720677
"ENSMUSG00000032121","Tmem218",5.67561650401895,5.97160642380775
"ENSMUSG00000032122","Slc37a2",6.25241044126093,6.8484278292425
"ENSMUSG00000032123","Dpagt1",8.92743791781733,9.71386039045684
"ENSMUSG00000032125","Robo4",3.53638522312618,6.06387435457907
"ENSMUSG00000032126","Hmbs",13.1264251065864,11.9126408642368
"ENSMUSG00000032127","Vps11",9.46846897451776,9.62991234802531
"ENSMUSG00000032128","Robo3",3.11036814543909,3.40046325199792
"ENSMUSG00000032131","Abcg4",10.4763418932789,8.93561724204451
"ENSMUSG00000032135","Mcam",3.05543546927883,5.78156973066218
"ENSMUSG00000032171","Pin1",10.3560937048117,10.3313851178032
"ENSMUSG00000032174","Icam5",6.34767564575077,4.51903380597465
"ENSMUSG00000032175","Tyk2",8.01131880587701,8.67803559719968
"ENSMUSG00000032177","Pde4a",7.07878875537748,7.9171412151892
"ENSMUSG00000032178","Ilf3",9.57390042872441,9.68232987580885
"ENSMUSG00000032179","Bmp5",3.28832234835332,3.05329329171246
"ENSMUSG00000032180","Tmed1",5.57688137785997,6.08436451612932
"ENSMUSG00000032182","Yipf2",6.04796380408531,6.7649107647506
"ENSMUSG00000032184","Lysmd2",1.63764642252882,3.45893983596205
"ENSMUSG00000032185","Carm1",11.5786464555088,11.3549528249883
"ENSMUSG00000032187","Smarca4",12.854200184536,12.8672651350915
"ENSMUSG00000032193","Ldlr",8.89107469451002,9.49581114276179
"ENSMUSG00000032194","Kank2",2.68064244220577,2.77402418644851
"ENSMUSG00000032198","Dock6",6.36588837174055,7.34866173422261
