"","GENEID","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"66","ENSMUSG00000090272","Mndal",539.715803517202,-3.5802723719815,0.244651028053021,-14.6342012149877,1.69960021561791e-48,3.94436007615447e-46
"67","ENSMUSG00000032739","Pram1",312.832636370752,-3.27777412368547,0.224301423655811,-14.6132559939307,2.31199194983619e-48,5.28548965606581e-46
"68","ENSMUSG00000052160","Pld4",525.647954745702,-3.04590575064237,0.208670016365345,-14.5967580953725,2.94521154945219e-48,6.63408901514106e-46
"69","ENSMUSG00000047810","Ccdc88b",780.005934992846,-1.94890186737725,0.134170883878361,-14.5255200759065,8.3506101561694e-48,1.85371443133401e-45
"70","ENSMUSG00000026928","Card9",443.401367693751,-3.18387673022091,0.219216648639578,-14.5238819678137,8.55263459488061e-48,1.87143862985409e-45
"71","ENSMUSG00000024989","Cep55",391.660749394579,-2.31809134675513,0.159670366521456,-14.5179809958264,9.32155626440265e-48,2.01096165213881e-45
"72","ENSMUSG00000002111","Spi1",1492.60735630081,-2.51988249737127,0.174551120064733,-14.436358222375,3.05566341244166e-47,6.50049951227346e-45
"73","ENSMUSG00000038679","Trps1",775.474807585397,-2.69368812281551,0.18780113126989,-14.3433008342446,1.17339057614827e-46,2.46203061025521e-44
"74","ENSMUSG00000079419","Ms4a6c",782.272743537748,-3.19697188329007,0.223009353520317,-14.3355954933021,1.31117026701355e-46,2.68312019492242e-44
"75","ENSMUSG00000025823","Pdia4",4945.94834660288,-1.18437778918939,0.0826187695420675,-14.3354566493069,1.31379522503873e-46,2.68312019492242e-44
"76","ENSMUSG00000055782","Abcd2",638.18688895524,-3.00585319479507,0.209980590535958,-14.3149097120019,1.76593338496051e-46,3.52312572921391e-44
"77","ENSMUSG00000033446","Lpar6",428.465756443145,-2.62053807363991,0.183066143515145,-14.3147062767677,1.77110844910538e-46,3.52312572921391e-44
"78","ENSMUSG00000009681","Bcr",657.250256864616,-2.1682362283201,0.151534764085678,-14.3085069713388,1.93625684890395e-46,3.80226232752075e-44
