""	"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"2587"	"Ahctf1"	3702.70749153265	4582.62688938647	2822.78809367882	0.615975980985164	-0.699053998495083	0.000667275278681889	0.0104931510039976
"2594"	"Ahr"	100.990954265984	135.007835803214	66.9740727287542	0.49607544873451	-1.01136853629705	6.09384055435414e-05	0.00150361972748133
"2596"	"Ahsa1"	3439.79865229542	2824.55169099353	4055.0456135973	1.43564220351405	0.521696239736035	0.00146163150131494	0.0190487336627294
"2606"	"Aig1"	102.767310174812	62.6380649588727	142.896555390752	2.28130539288812	1.18985958970731	1.64460334604147e-06	6.53385694990088e-05
"NA.758"	NA	NA	NA	NA	NA	NA	NA	NA
"2617"	"Ak1"	39.1788206448442	25.0464065342492	53.3112347554392	2.12849834097119	1.08983596563121	0.00314459857678066	0.0339229213692541
"2623"	"Ak8"	19.1728703846007	10.4711048031976	27.8746359660037	2.6620530010827	1.41253929538128	0.00431833964926179	0.0428201716623061
"2626"	"Akap11"	928.136906772384	1155.43087411499	700.842939429776	0.606564144277857	-0.721267876189064	0.00101972165471793	0.0146749619705398
"2627"	"Akap12"	118.25864037383	154.161020984348	82.3562597633129	0.534222329597017	-0.904487815421996	0.000193795031476433	0.00391281026236691
"NA.759"	NA	NA	NA	NA	NA	NA	NA	NA
"2636"	"Akap7"	185.306989166062	281.530461990448	89.0835163416763	0.316425852150588	-1.66006062135407	8.78057819417211e-14	1.05583525925522e-11
"NA.760"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.761"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.762"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.763"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.764"	NA	NA	NA	NA	NA	NA	NA	NA
"2661"	"Akr7a5"	384.744930633769	300.3332692414	469.156592026138	1.56211995164958	0.643505239014868	0.00427601497437616	0.0425642837156859
"2666"	"Aktip"	146.548075403308	113.106271233855	179.98987957276	1.59133421700924	0.670236866834575	0.00268563888768771	0.0300874960355424
"2667"	"Alad"	5066.50311350216	7746.46839140998	2386.53783559435	0.308080755643536	-1.69861952807243	0.000111607687035654	0.00251319332217489
"2669"	"Alas2"	7946.03729627687	10630.1936346286	5261.88095792512	0.494993895575351	-1.01451736136678	4.52462762328799e-10	3.40044618505189e-08
"2674"	"Aldh1a1"	71.8697976195599	4.95519526677904	138.784399972341	28.0078569058194	4.80775969095122	1.88700642102995e-10	1.47982325287466e-08
"2677"	"Aldh1a7"	11.3069640025453	3.72452951903321	18.8893984860574	5.07162002328836	2.34244665970192	0.000768555279811942	0.0116883908785565
"NA.765"	NA	NA	NA	NA	NA	NA	NA	NA
"2683"	"Aldh3a2"	296.632688782383	241.094302357909	352.171075206856	1.46071919478234	0.546678864498855	0.00380981620373687	0.0389776828512773
"2686"	"Aldh4a1"	536.415925047518	391.284593759228	681.547256335807	1.74181980892196	0.800595385004119	0.000137791783905658	0.00298361393314087
"2692"	"Aldoa"	15300.5223349586	8044.06598321321	22556.9786867041	2.80417623795941	1.48757702325726	2.42018373368275e-05	0.000679950996953828
"2711"	"Alkbh2"	107.140840528038	59.322676423369	154.959004632708	2.61213778567254	1.38523099851668	8.28136425375465e-05	0.0019525616607186
"2716"	"Alkbh7"	188.119689991651	135.091798228933	241.147581754368	1.78506456288122	0.835976255130623	0.000468260801658987	0.00783489803295283
"2719"	"Alms1"	462.705979449768	666.903031794624	258.508927104911	0.387625958768351	-1.3672629056299	9.51603694880639e-09	5.85804636333177e-07
"NA.766"	NA	NA	NA	NA	NA	NA	NA	NA
"2725"	"Alox5"	704.153531691086	478.632383720707	929.674679661465	1.94235641231487	0.957807952096082	2.79893333035797e-07	1.30450543875108e-05
"NA.767"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.768"	NA	NA	NA	NA	NA	NA	NA	NA
"2735"	"Als2"	502.508148454077	596.09676645548	408.919530452674	0.685995216656178	-0.543729578154684	0.0026432967007343	0.0297705386048886
"NA.769"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.770"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.771"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.772"	NA	NA	NA	NA	NA	NA	NA	NA
"2761"	"Amigo3"	127.223130149323	192.777910718184	61.6683495804629	0.319893235437197	-1.64433760979356	2.33775030526852e-11	2.13866218789881e-09
"2762"	"Ammecr1"	721.643530592022	1201.17980226837	242.10725891567	0.201557883722705	-2.31073388110939	4.09016890548287e-35	1.63943058995988e-32
"NA.773"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.774"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.775"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.776"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.777"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.778"	NA	NA	NA	NA	NA	NA	NA	NA
"2785"	"Anapc11"	821.606056181751	615.21159474041	1028.00051762309	1.67097064881695	0.740686392179391	0.000156253556690407	0.00330017025998228
"NA.779"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.780"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.781"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.782"	NA	NA	NA	NA	NA	NA	NA	NA
"2800"	"Angpt1"	243.316451342479	337.607430169669	149.025472515289	0.441416447619042	-1.17978770800581	6.61918178217623e-05	0.00160686651150892
"2801"	"Angpt2"	19.1140890260118	29.3802812782045	8.84789677381909	0.301150853187468	-1.73144174867579	0.000601771392596495	0.00962247394349555
"2810"	"Ank1"	9271.18599020642	14863.9693424568	3678.40263795603	0.247471086168699	-2.01466812031249	1.51188709123003e-32	5.92824075315568e-30
"2812"	"Ank3"	291.743415095559	108.097359014799	475.38947117632	4.39778987672805	2.13677867489677	0.000105075725334614	0.00241126063341023
"NA.783"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.784"	NA	NA	NA	NA	NA	NA	NA	NA
"2823"	"Ankmy2"	358.676109574046	264.481744780309	452.870474367783	1.71229388532641	0.775930336386223	5.12165877386502e-05	0.00128928795687616
"2827"	"Ankrd11"	2234.21173099472	2802.85864407617	1665.56481791326	0.594237894027737	-0.750887487386965	3.97876217425549e-05	0.00104376884081616
"2830"	"Ankrd13b"	202.285933198236	266.549146766725	138.022719629747	0.517813398782102	-0.949495798428022	9.0594145812951e-06	0.000291794037147892
"2834"	"Ankrd17"	2295.85877532976	2868.07509172944	1723.64245893008	0.600975359362273	-0.734622254790528	0.00352482801923855	0.0369317524701994
"NA.785"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.786"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.787"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.788"	NA	NA	NA	NA	NA	NA	NA	NA
"2865"	"Ankrd6"	52.3044345568356	71.2455431104212	33.3633260032501	0.468286499711868	-1.09453664788067	0.000391572277953993	0.0067911434398617
"NA.789"	NA	NA	NA	NA	NA	NA	NA	NA
"2867"	"Ankrd61"	46.4620901219214	63.1571462598315	29.7670339840112	0.471316956937038	-1.08523050763787	0.00107472667253327	0.0152877326439138
"2869"	"Ankrd9"	378.874510876787	467.037889632961	290.711132120614	0.622457275038391	-0.683953279723698	0.000416924193802232	0.00712802055318565
"2875"	"Ankzf1"	399.309606693986	320.951262905394	477.667950482578	1.48828811626574	0.573653843429273	0.00214508946518447	0.0256401449195045
"2876"	"Anln"	1471.07903282356	1755.4995569332	1186.65850871392	0.675966282091793	-0.564976809729256	0.00118789287552939	0.0163557433556669
"2877"	"Ano1"	104.581118571059	198.968305441492	10.1939317006273	0.0512339474269931	-4.28675613823303	8.96375950128037e-43	5.57514931464117e-40
"2879"	"Ano2"	27.6472358697474	48.8606723130563	6.43379942643849	0.131676440823744	-2.92493084911946	1.44632969052489e-08	8.72489920668813e-07
"NA.790"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.791"	NA	NA	NA	NA	NA	NA	NA	NA
"2895"	"Anxa1"	3089.04961408688	2412.33321383834	3765.76601433543	1.56104720224102	0.642514161537132	0.00380281366695725	0.0389776828512773
"2902"	"Anxa5"	691.632538976782	432.418834223529	950.846243730034	2.19890108495718	1.1367827076711	0.00172572552773521	0.0216159106553889
"NA.792"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.793"	NA	NA	NA	NA	NA	NA	NA	NA
"2932"	"Ap3m2"	52.6841533798571	34.9006491130304	70.4676576466839	2.01909303802531	1.01370739031534	0.00156067974836978	0.0199786945502808
"2933"	"Ap3s1"	962.14272457996	800.385078049049	1123.90037111087	1.40419955585678	0.489747976801209	0.00527514639764713	0.0490705598630022
"2942"	"Apba3"	460.499192485954	356.48539193522	564.512993036688	1.58355154462899	0.663163827877851	0.000369361365525112	0.00648071104083311
"2947"	"Apc"	708.452524979343	904.520610664129	512.384439294558	0.566470717475799	-0.819926714030156	0.00134311731226341	0.0177869360949303
"2951"	"Apeh"	3257.31398290225	3903.82674901369	2610.80121679082	0.668779990672087	-0.580396411030156	0.000515167430626154	0.00851702561521901
"2966"	"Apoa1bp"	508.205312376855	365.046962915751	651.363661837959	1.78432839609266	0.835381159996863	0.00452233114504714	0.0442830004686294
"NA.794"	NA	NA	NA	NA	NA	NA	NA	NA
"2973"	"Apobec3"	1160.05611372766	636.619368271901	1683.49285918342	2.64442607794553	1.40295464697237	6.83368315096199e-15	9.06317227896334e-13
"NA.795"	NA	NA	NA	NA	NA	NA	NA	NA
"2987"	"Apol11b"	24.198943618467	43.7246896919046	4.67319754502939	0.106877774958678	-3.22596621648274	9.81060816177298e-11	8.19231200990274e-09
"NA.796"	NA	NA	NA	NA	NA	NA	NA	NA
"2994"	"Apol8"	776.690924285487	1549.91036025353	3.47148831744635	0.00223979941451485	-8.80241474730876	5.31057840723367e-185	4.78934513656368e-181
"NA.797"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.798"	NA	NA	NA	NA	NA	NA	NA	NA
"3006"	"Appl2"	218.944006006116	169.387560415448	268.500451596783	1.58512496985165	0.664596585650467	0.00148391908234077	0.0192793363544513
"3009"	"Aqp1"	900.568716551221	1652.43408908582	148.703344016626	0.0899904843399194	-3.4740837319035	3.78738422817777e-52	3.25300234874488e-49
"3010"	"Aqp11"	126.854430671682	81.2389400748944	172.46992126847	2.12299571005567	1.08610145598768	3.13456637314885e-06	0.00011609481246917
"NA.799"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.800"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.801"	NA	NA	NA	NA	NA	NA	NA	NA
"3018"	"Aqp8"	67.9138537613891	33.383638581514	102.444068941264	3.0686909304725	1.61762334911871	1.94127413622764e-08	1.14054598029765e-06
"NA.802"	NA	NA	NA	NA	NA	NA	NA	NA
"3037"	"Arfgap3"	211.592792269066	288.324344042951	134.861240495181	0.467741428296081	-1.09621687962129	1.73921322366334e-07	8.43284648258483e-06
"3038"	"Arfgef1"	1895.12279937342	2196.09935421398	1594.14624453286	0.725898963302339	-0.46215933907212	0.00519149996038005	0.0484173137463159
"3039"	"Arfgef2"	1701.86851806123	2095.14357808642	1308.59345803605	0.624584143885376	-0.679032150294007	0.00030020721408034	0.00554231066567768
"3055"	"Arhgap21"	1236.40397012368	1711.36210202726	761.445838220102	0.444935550061617	-1.16833172137117	4.44013502694766e-09	2.89121716538104e-07
"3062"	"Arhgap28"	71.9326890544852	98.0597139830745	45.8056641258959	0.467120107384793	-1.0981345469876	0.00518457597414756	0.0484027933983952
"3066"	"Arhgap32"	95.0925557098333	136.905913340871	53.2791980787956	0.38916652158143	-1.3615404886375	9.65459025287914e-08	4.90901851130121e-06
"3079"	"Arhgdib"	5966.31966920256	4313.42479510796	7619.21454329715	1.76639559172063	0.820808476792394	0.00522889836504349	0.0486654488185188
"3085"	"Arhgef12"	1125.40607467463	1933.06258184257	317.749567506685	0.164376244458579	-2.60492627809505	1.34435536174003e-45	8.98079172581664e-43
"3088"	"Arhgef17"	67.4598890988854	94.2813921013888	40.6383860963819	0.431032945002339	-1.21412995231303	0.000374914966613024	0.00656537985708652
"3092"	"Arhgef25"	154.045745046859	192.061499780849	116.02999031287	0.604129356717851	-0.727070601108437	0.000980205870429858	0.0142350831601798
"3105"	"Arid1b"	991.725120765471	1190.44798465422	793.002256876724	0.666137678503495	-0.586107708031646	0.000598274000477878	0.00957503828448934
"NA.803"	NA	NA	NA	NA	NA	NA	NA	NA
"3124"	"Arl2"	416.829076022972	319.533432894656	514.124719151289	1.60898568420159	0.686151489875368	0.000707393354337938	0.0109333795477236
"3126"	"Arl3"	184.526403466881	126.144264961942	242.90854197182	1.9256407894969	0.945338606844887	1.97268599605614e-05	0.000569042980343544
"3130"	"Arl5a"	1383.06879500082	1880.74025769689	885.397332304761	0.47077065994695	-1.08690368544568	7.74909529039013e-07	3.31242257498731e-05
"3131"	"Arl5b"	162.809960146993	212.110122084834	113.509798209151	0.535145598397007	-0.901996632331031	0.00220775290651491	0.0261398672283559
"3154"	"Armcx4"	201.777954244125	276.899449390752	126.656459097498	0.457409573678003	-1.12844153291295	0.000256974334515022	0.00491000643182992
"3161"	"Arpc1a"	1427.24206200782	1191.98202096618	1662.50210304947	1.39473756634509	0.479993690262325	0.00484749900533371	0.0463105612072055
"3165"	"Arpc4"	3137.62372404573	2529.2786221601	3745.96882593135	1.48104237829368	0.566612922246893	0.00101166604610104	0.0145874509829246
"3167"	"Arpc5l"	829.80324068133	695.749565965022	963.856915397638	1.38535036534409	0.470250890657454	0.00532399880574648	0.0494484894228884
"3172"	"Arrb1"	8870.4061859667	13814.6124319951	3926.19993993832	0.284206303960082	-1.81498953963431	4.6388368116982e-27	1.32810634242223e-24
"3190"	"Art5"	6.59710119141495	1.25734012781385	11.936862255016	9.49374158269389	3.24697678049834	0.00411738493140921	0.0413503741691693
"3191"	"Artn"	29.0762479718773	54.2966341196466	3.855861824108	0.0710147486419017	-3.81573750906096	8.65235279474654e-15	1.10682615148116e-12
"3193"	"Arvcf"	631.904177900286	351.301583532838	912.506772267735	2.59750258763761	1.37712518634607	2.15916209631979e-14	2.68584874009103e-12
"3197"	"As3mt"	250.447893229498	197.343532709205	303.552253749791	1.53819205312946	0.6212356442617	0.00347172337924596	0.0365554434275887
"3211"	"Asb17"	43.464329411671	70.3053455280313	16.6233132953107	0.236444514573687	-2.08042642270102	8.64635772197386e-09	5.35925615914923e-07
"NA.804"	NA	NA	NA	NA	NA	NA	NA	NA
"3217"	"Asb6"	675.368359411971	824.702435135023	526.034283688919	0.637847375341865	-0.648716838889431	0.000319238308086051	0.00579285851403229
"3219"	"Asb8"	488.316430037073	390.556480271648	586.076379802499	1.50061875658767	0.585557496050869	0.00107851482846523	0.0153174582370294
"NA.805"	NA	NA	NA	NA	NA	NA	NA	NA
"3221"	"Ascc1"	392.722797685614	317.209419205624	468.236176165603	1.47611056865269	0.561800791095078	0.00301631146242516	0.0329728544531895
"3223"	"Ascc3"	1189.6051220246	1475.52544260856	903.684801440631	0.612449487718097	-0.707337233341439	0.000562440870291007	0.00909842688559542
"NA.806"	NA	NA	NA	NA	NA	NA	NA	NA
"3232"	"Ash1l"	703.862576716306	967.746754140462	439.97839929215	0.454642082145687	-1.13719686719215	5.78809011450192e-06	0.000197726858703165
"3234"	"Asl"	410.137191193414	301.75924395022	518.515138436608	1.71830738852907	0.780988143716242	3.01007855876669e-05	0.000831436247541726
"3237"	"Asns"	6062.24230085236	4988.91832783576	7135.56627386896	1.43028324076903	0.516300873989281	0.00126958786778924	0.0171019838471356
"3241"	"Aspg"	5.33693516296286	9.38711044063803	1.2867598852877	0.137077313985478	-2.86693826708744	0.00451083835528676	0.0442028808442146
"3242"	"Asph"	724.985162539733	951.687067186747	498.283257892718	0.523578889608827	-0.933521165042386	1.86439502853903e-07	8.99146875127234e-06
"3246"	"Aspn"	12.3444598347189	19.2815863907795	5.40733327865835	0.280440269232419	-1.83423456989472	0.00264374785262603	0.0297705386048886
"NA.807"	NA	NA	NA	NA	NA	NA	NA	NA
"3263"	"Atad5"	1665.14933583382	2094.05580626117	1236.24286540646	0.59035812785415	-0.76033769543928	0.00111732902192611	0.0157324461892905
"3274"	"Atf7"	137.960861309785	177.865162349655	98.0565602699149	0.551297167891433	-0.859097904812374	0.0051086164301648	0.0479168562407085
"3284"	"Atg2b"	1500.84480029334	1782.78852114364	1218.90107944304	0.683704805694584	-0.548554528964228	0.00294765417629776	0.0324563841962917
"3289"	"Atg4d"	1158.10912667234	1356.0895003388	960.128753005876	0.70801282125258	-0.498152608886951	0.00396267129540749	0.0401584748324164
"3299"	"Atm"	791.962675741197	1015.98640533306	567.938946149329	0.559002505513984	-0.839073345478112	5.74609412801396e-05	0.00142365796410698
"NA.808"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.809"	NA	NA	NA	NA	NA	NA	NA	NA
"3311"	"Atp11c"	643.90072377883	854.895597328285	432.905850229375	0.506384465638015	-0.981694947014378	3.22775426984178e-07	1.48897707839223e-05
"3315"	"Atp13a3"	3507.66939329501	4295.13937909352	2720.19940749651	0.633320404161274	-0.658992534337791	0.000174458892156668	0.00358804451291883
"NA.810"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.811"	NA	NA	NA	NA	NA	NA	NA	NA
"3327"	"Atp2a2"	4782.86891862401	5688.66194234094	3877.07589490708	0.681544435968297	-0.553120372616698	0.000818324307708967	0.012249058537881
"3332"	"Atp2b4"	4363.69664277359	7421.67396748425	1305.71931806293	0.17593326300556	-2.50689982164886	4.61161983805906e-47	3.32719148076285e-44
"3342"	"Atp5f1"	5005.47870814716	4097.67787864514	5913.27953764917	1.44308062096973	0.529151901509058	0.00112866769506197	0.0158547054501629
"3357"	"Atp6v0a1"	1260.77126139242	1541.83054732206	979.711975462783	0.635421303050715	-0.654214636421685	0.000116598193166783	0.00260928239472614
"NA.812"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.813"	NA	NA	NA	NA	NA	NA	NA	NA
"3363"	"Atp6v0d1"	1452.15996321245	1041.72867244736	1862.59125397754	1.78798117325667	0.838331545585976	8.4461814100632e-07	3.58455939043082e-05
"3372"	"Atp6v1d"	763.363902887652	621.213547530309	905.514258244996	1.4576537518297	0.543648065452061	0.00340275537440091	0.0360608100399936
"NA.814"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.815"	NA	NA	NA	NA	NA	NA	NA	NA
"3381"	"Atp7b"	616.300481451844	914.25237647963	318.348586424058	0.348206463132066	-1.52198511348926	1.47395490977889e-11	1.39192275956449e-09
"3382"	"Atp8a1"	1892.23264679442	2222.77075747251	1561.69453611633	0.702589113549487	-0.509246872368988	0.00235659631164836	0.027423179144001
"3385"	"Atp8b2"	407.900069539556	479.96074836093	335.839390718182	0.699722616620372	-0.515144971308545	0.00434792444009002	0.0429824219828421
"3399"	"Atrx"	2738.09532907167	3506.40431314927	1969.78634499407	0.56176817305615	-0.831953203913146	0.000546830946240048	0.00891384039065763
"3400"	"Atxn1"	192.76421534495	251.17347167262	134.35495901728	0.534909033675335	-0.90263452640884	1.85467556941703e-05	0.00053782609719574
"3404"	"Atxn2l"	3268.50345981575	3807.35105340861	2729.6558662229	0.716943572560541	-0.480068519601198	0.00429157480340526	0.0426016151508094
"NA.816"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.817"	NA	NA	NA	NA	NA	NA	NA	NA
"3422"	"Avpi1"	124.841068419305	78.400999871669	171.281136966941	2.1846805174335	1.12742231880398	0.000138717227502853	0.00299645824247779
"NA.818"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.819"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.820"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.821"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.822"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.823"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.824"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.825"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.826"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.827"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.828"	NA	NA	NA	NA	NA	NA	NA	NA
"3468"	"B3galt2"	7.72838738420008	14.2594833725722	1.19729139582794	0.08396457042272	-3.57407549114451	0.000107387789084188	0.00244616676783182
"NA.829"	NA	NA	NA	NA	NA	NA	NA	NA
"3478"	"B3gnt3"	39.4237355501168	65.0907393639958	13.7567317362378	0.211346988383529	-2.2423145402433	2.60738514632306e-09	1.76802277760259e-07
"3482"	"B3gnt7"	184.877865057765	271.233372786149	98.5223573293809	0.363238329846157	-1.46101164732115	6.48000094462269e-06	0.000218059285518954
"3491"	"B4galnt2"	53.9601127129331	75.6256932175348	32.2945322083314	0.427031222251903	-1.22758653899651	0.000121192686536896	0.00269537914558076
"3495"	"B4galt2"	48.8854254700385	70.1716054355504	27.5992455045265	0.393310732072038	-1.34625854197581	2.68529146641174e-05	0.000745147725841054
"3499"	"B4galt6"	696.184984041965	505.936619335632	886.433348748299	1.75206402318202	0.809055494253921	4.81665975373058e-06	0.000167745998385337
"NA.830"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.831"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.832"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.833"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.834"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.835"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.836"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.837"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.838"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.839"	NA	NA	NA	NA	NA	NA	NA	NA
"3525"	"BC004004"	638.593919486412	528.3861575986	748.801681374224	1.4171485581253	0.502991002318448	0.00501304436756385	0.0473404613914917
"3527"	"BC005561"	135.263079005536	181.544303710563	88.9818543005088	0.490138508792724	-1.02873859522849	0.00197898255840762	0.0240246802706199
"NA.840"	NA	NA	NA	NA	NA	NA	NA	NA
"3534"	"BC016423"	515.429581354081	633.178805843566	397.680356864596	0.628069596130556	-0.671003662475492	0.000709266728377781	0.0109529486127997
"3537"	"BC017158"	563.392404781821	748.217967072622	378.566842491019	0.505957968333946	-0.982910554621623	9.97935281161018e-08	5.04194920624686e-06
"NA.841"	NA	NA	NA	NA	NA	NA	NA	NA
"3547"	"BC021767"	305.406569746836	42.8345980724935	567.978541421178	13.259807888472	3.7289879683502	3.20070871947034e-60	3.84874554487243e-57
"NA.842"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.843"	NA	NA	NA	NA	NA	NA	NA	NA
"3559"	"BC026585"	156.901225124289	118.755109068097	195.047341180482	1.64243326212295	0.715834749932461	0.00160687509509722	0.0204539210234781
"NA.844"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.845"	NA	NA	NA	NA	NA	NA	NA	NA
"3572"	"BC031181"	833.684364671962	654.586610411242	1012.78211893268	1.54720873116608	0.629667841327638	0.00024870222939036	0.0047823476668592
"NA.846"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.847"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.848"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.849"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.850"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.851"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.852"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.853"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.854"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.855"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.856"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.857"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.858"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.859"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.860"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.861"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.862"	NA	NA	NA	NA	NA	NA	NA	NA
"3641"	"BC117090"	13.8894196381966	6.56552842334559	21.2133108530477	3.23101348211634	1.69198677057908	0.00467028252392549	0.0452891859591634
"3650"	"Bach2"	30.1071758788439	43.468077989289	16.7462737683989	0.385254525689527	-1.37611619031735	0.000507693304964826	0.00841660307137001
"3658"	"Bahcc1"	534.13233183331	736.289619541721	331.975044124898	0.45087562735371	-1.14919856949008	2.89578622402506e-09	1.9371800115984e-07
"3667"	"Bak1"	1373.40065963472	1087.80673409671	1658.99458517273	1.52508210619815	0.60888691547304	0.000347387364224336	0.006185415487181
"NA.863"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.864"	NA	NA	NA	NA	NA	NA	NA	NA
"3687"	"Baz2a"	1780.03576794761	2187.1326437046	1372.93889219062	0.627734626037642	-0.671773304263319	6.10953561511052e-05	0.00150543297663591
"3692"	"Bbs1"	85.422493293953	109.958630074324	60.8863565135822	0.553720580844156	-0.852769949522582	0.00118905133386448	0.0163592058801782
"3699"	"Bbs9"	192.110136037315	152.130090559243	232.090181515387	1.5256033876152	0.609379952283376	0.00474336011482882	0.0457763437084898
"3709"	"Bcas2"	3365.64860712487	2598.79955559731	4132.49765865243	1.59015636652386	0.669168638538947	3.73594741791272e-05	0.000989504898339085
"3712"	"Bcat2"	1323.84019276402	1039.61778105122	1608.06260447681	1.54678251352224	0.629270359863493	0.00197445372092267	0.0240143100231168
"3717"	"Bckdhb"	148.232541894326	110.103642355743	186.361441432908	1.69260014878324	0.759241198573322	0.00068191812265811	0.0106491404141856
"3720"	"Bcl11a"	1310.64893532544	1991.42825227449	629.869618376392	0.316290389903322	-1.66067837289056	3.23769927933324e-21	6.63617976151519e-19
"NA.865"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.866"	NA	NA	NA	NA	NA	NA	NA	NA
"3742"	"Bcl9l"	157.286456058759	212.254766174113	102.318145943406	0.482053467103178	-1.05273492260925	0.000317650050498408	0.00577565923471753
"3747"	"Bcorl1"	498.111185724067	635.772963571791	360.449407876342	0.566946738111239	-0.818714887536568	7.03305423012234e-06	0.000234050182931212
"3755"	"Bdp1"	1321.20737991558	1699.73224302146	942.682516809706	0.554606480332446	-0.850463621155368	0.000340014923540176	0.00608539639649313
"3759"	"Bend3"	567.463362280002	689.504090206569	445.422634353435	0.646004339466631	-0.630384238782463	0.000549705241479959	0.00893118242142771
"3770"	"Beta-s"	39282.9441281299	76593.9829125941	1971.90534366566	0.0257449119197251	-5.27956885547906	9.10550192239768e-27	2.56618653397323e-24
"NA.867"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.868"	NA	NA	NA	NA	NA	NA	NA	NA
"NA.869"	NA	NA	NA	NA	NA	NA	NA	NA
"3787"	"Bhlhe40"	67.1592641744387	45.1462748920877	89.1722534567897	1.97518518792384	0.981987922745143	0.00245168216697908	0.0281304015558534
"3801"	"Birc6"	3150.4287589861	4212.13870549764	2088.71881247456	0.495880824092613	-1.01193465804454	8.71367439575569e-05	0.00203632334048818
"3811"	"Bloc1s3"	189.173230652144	148.50028326258	229.846178041708	1.54778275833515	0.630202993790878	0.00305265069873067	0.0332491912155828
"3813"	"Blvrb"	4167.22937473163	5666.90304261014	2667.55570685311	0.470725489177322	-1.08704211967177	1.61180280544245e-09	1.14008185104963e-07
"NA.870"	NA	NA	NA	NA	NA	NA	NA	NA
"3820"	"Bmp2"	20.8524913338161	30.8689583258863	10.8360243417458	0.351033041910547	-1.51032126049168	0.00186164786271726	0.0229283319730925
"NA.871"	NA	NA	NA	NA	NA	NA	NA	NA
